Original_Entry,Refined_Formal_Name,Refined_Category,Status/Notes
Pellegrino Antonio Orlandi,Pellegrino Antonio Orlandi,Person,艺术史学家（《Abecedario pittorico》作者）。
Pellegrino Peri,Pellegrino Peri,Person,17世纪画家/透视法专家。
Pellegrino de' Rossi,Pellegrino de' Rossi,Person,[Ambiguous] 可能是 Pellegrino Rossi (19世纪) 或 Rossi 家族成员。
Peloponnese,Peloponnese,Place,伯罗奔尼撒半岛。
Pendentive Dome Frescoes of the Church of the Ges迄,Pendentive Frescoes of the Church of the Gesù,Work,"[OCR Fix] ""Ges迄"" -> ""Gesù""。高利（Baciccio）的壁画。"
Pepoli palace,Palazzo Pepoli,Place,博洛尼亚宫殿。
"Pepusch, Dr",Johann Christoph Pepusch,Person,德国作曲家，活跃于伦敦。
Per Bjurstr?m,Per Bjurström,Person,"[OCR Fix] ""?m"" -> ""öm""。瑞典艺术史学家。"
"Peretti, Felice (Pope Sixtus V)",Sixtus V,Person,教皇西克斯图斯五世。
"Peretti, Prince",Prince Peretti,Person,Peretti 家族亲王（如 Francesco Peretti）。
"Peretti-Montalto, Cardinal Alessandro",Alessandro Peretti di Montalto,Person,红衣主教蒙塔尔托。
Perino del Vaga,Perino del Vaga,Person,拉斐尔的学生，风格主义画家。
Perseus and Andromeda,Perseus and Andromeda,Work,[Category Fix] 提埃坡罗、提香或鲁本斯等人的画作。
Perseus by Benvenuto Cellini,Perseus with the Head of Medusa,Work,[Category Fix] 切利尼的著名雕塑。
"Perusini, Giovanni",Giovanni Perusini,Person,建筑师/工程师。
Pesaro palace,Ca' Pesaro,Place,威尼斯佩萨罗宫（现为现代艺术博物馆）。
"Pesci, Prospero",Prospero Pesci,Person,18世纪博洛尼亚画家。
"Petau, P. Denis",Denis Pétau,Person,(Dionysius Petavius) 耶稣会神学家。
Peter Anthony Motteux,Peter Anthony Motteux,Person,(Pierre Antoine Motteux) 作家/翻译家。
Peter Calvocoressi,Peter Calvocoressi,Person,现代出版人/历史学家。
Peter Lely,Peter Lely,Person,英国宫廷画家。
Peter Moores,Peter Moores,Person,现代艺术赞助人。
Peter P. Rohrlach,Peter P. Rohrlach,Person,现代图书馆学家/历史学家（柏林史）。
Peter Paul Rubens,Peter Paul Rubens,Person,鲁本斯。
Peter Strudel,Peter Strudel,Person,奥地利雕塑家/画家。
Peter de Witte,Peter de Witte,Person,别名 Peter Candid，佛兰芒画家。
Peter van Bleeck,Peter van Bleeck,Person,荷兰肖像画家/版画家。
"Peterborough, 3rd Earl of","Charles Mordaunt, 3rd Earl of Peterborough",Person,
Petit Palais,Petit Palais,Place,巴黎小皇宫。
Petrarch,Petrarch,Person,[Category Fix] 原文误标为 Man-Made Object。彼特拉克。
Phidias,Phidias,Person,古希腊雕塑家菲迪亚斯。
Philadelphia Museum of Art,Philadelphia Museum of Art,Organization,[Category Fix] 费城艺术博物馆。
Philip Hofer,Philip Hofer,Person,哈佛图书馆策展人/收藏家。
Philip II of Spain,Philip II of Spain,Person,[Category Fix] 原文误标为 Place。西班牙国王。
Philip III of Spain,Philip III of Spain,Person,西班牙国王。
Philip IV of Spain,Philip IV of Spain,Person,[Category Fix] 原文误标为 Place。西班牙国王。
"Philip Neri, St",Saint Philip Neri,Person,圣菲利波·内里。
"Philip Stanhope, 4th Earl of Chesterfield","Philip Stanhope, 4th Earl of Chesterfield",Person,英国政治家/文人。
Philip V of Spain,Philip V of Spain,Person,西班牙国王。
"Philippe II, Duke of Orl谷ans","Philippe II, Duke of Orléans",Person,"[OCR Fix] ""Orl谷ans"" -> ""Orléans""。"
Philippe Tamizey de Larroque,Philippe Tamizey de Larroque,Person,19世纪法国历史学家。
Philippe Zygodon,Philippe Zygodon,Person,[Verify] 可能是现代人名或笔名，Zygodon 也是一种苔藓。待确认是否为 OCR 错误。
Philippe de Champaigne,Philippe de Champaigne,Person,法国巴洛克画家。
Philips Wouwerman,Philips Wouwerman,Person,荷兰画家。
Phocion,Phocion,Person,雅典将军（普桑画作主题）。
"Pian, Giovanni del",Giovanni del Pian,Person,[Verify] 可能是 Giovanni dal Pian (画家) 或地名误读。
"Piastrini, G. D.",Giovanni Domenico Piastrini,Person,18世纪佛罗伦萨画家。
Piazza Navona,Piazza Navona,Place,罗马纳沃纳广场。
Piazza San Marco,Piazza San Marco,Place,威尼斯圣马可广场。
Piazza del Duomo,Piazza del Duomo,Place,主教座堂广场（通常指米兰或佛罗伦萨）。
Piazza di Spagna,Piazza di Spagna,Place,罗马西班牙广场。
Piazzetta,Piazzetta San Marco,Place,[Ambiguous] 通常指威尼斯小广场（Piazzetta San Marco），也可能指画家 Piazzetta（但此处归为 Place）。
Piccadilly,Piccadilly,Place,伦敦皮卡迪利大街。
"Piccino, Jacopo",Giacomo Piccini,Person,(Jacopo/Giacomo Piccini) 威尼斯版画家。
Picture Exhibition at Church of S. Rocco,Exhibition of S. Rocco,Event,[Category Fix] 威尼斯圣罗格大会堂的年度画展。
Pier Alessandro Paravia,Pier Alessandro Paravia,Person,19世纪威尼斯文人。
Pier Donato Cesi,Pier Donato Cesi,Person,红衣主教。
Pier Francesco Mola,Pier Francesco Mola,Person,[Category Fix] 原文误标为 Place。巴洛克画家。
Pier Leone Ghezzi,Pier Leone Ghezzi,Person,罗马讽刺画家（Caricaturist）。
Pier Paolo Olivieri,Pier Paolo Olivieri,Person,[Duplicate] 同 2738。
Piero Contarini,Piero Contarini,Person,威尼斯贵族。
Piero Misciattelli,Piero Misciattelli,Person,艺术史学家（锡耶纳研究）。
Pierre Cl谷ment,Pierre Clément,Person,"[OCR Fix] ""Cl谷ment"" -> ""Clément""。历史学家（科尔贝尔传记作者）。"
Pierre Crozat,Pierre Crozat,Person,法国著名收藏家。
Pierre Le Gros the Younger,Pierre Le Gros the Younger,Person,法国巴洛克雕塑家。
Pierre Motteux and his Family,Pierre Motteux and his Family,Work,[Category Fix] 画作（可能是 Giovanni Antonio Pellegrini 的作品）。
Pierre Puget,Pierre Puget,Person,法国巴洛克雕塑家/画家。
Pierre Rosenberg,Pierre Rosenberg,Person,卢浮宫馆长，著名艺术史学家。
Pierre de Lattre,Pierre de Lattre,Person,耶稣会士/画家。
Pierre de Nolhac,Pierre de Nolhac,Person,凡尔赛宫策展人/历史学家。
Pierre du Colombier,Pierre du Colombier,Person,艺术史学家。
Pierre-Jean Grosley,Pierre-Jean Grosley,Person,法国旅行作家。
Pierre-Jean Mariette,Pierre-Jean Mariette,Person,著名的收藏家和鉴赏家。
Pierre-Louis Moreau de Maupertuis,Pierre Louis Maupertuis,Person,数学家/天文学家。
Pierre-谷tienne Monnot,Pierre-Étienne Monnot,Person,"[OCR Fix] ""谷tienne"" -> ""Étienne""。雕塑家。"
Pieta,Pietà,Work,"[OCR Fix/Ambiguous] ""Pieta"" -> ""Pietà""。指圣母怜子主题艺术品（如米开朗基罗或提香）。"
Pieter Mulier,Pieter Mulier the Younger,Person,别名 Il Tempesta。
Pieter van Laer,Pieter van Laer,Person,别名 Il Bamboccio。
"Pietri, Pietro di",Pietro de' Pietri,Person,罗马晚期巴洛克画家。
Pietro Acotanto,Pietro Acotanto,Person,[Verify] 可能是 Pietro Aretino 的严重 OCR 错误，或中世纪真福（Blessed Pietro Acotanto）。若为17-18世纪语境，存疑。
Pietro Aldobrandini,Pietro Aldobrandini,Person,红衣主教，重要赞助人。
Pietro Antonio Novelli,Pietro Antonio Novelli,Person,威尼斯画家。
Pietro Antonio Zaguri,Pietro Antonio Zaguri,Person,威尼斯贵族/赞助人。
Pietro Aretino,Pietro Aretino,Person,诗人阿雷蒂诺。
Pietro Barbarigo,Pietro Barbarigo,Person,威尼斯贵族。
Pietro Basadonna,Pietro Basadonna,Person,红衣主教/外交官。
Pietro Bellotti,Pietro Bellotti,Person,威尼斯画家（Canaletto 的侄子或同名画家）。
Pietro Bernini,Pietro Bernini,Person,雕塑家，吉安·洛伦佐·贝尼尼之父。
Pietro Brandolese,Pietro Brandolese,Person,艺术导览作家（帕多瓦）。
Pietro Dandini,Pietro Dandini,Person,佛罗伦萨画家。
Pietro Edwards,Pietro Edwards,Person,威尼斯绘画修复师/监管人。
Pietro Ercole Gherardi,Pietro Ercole Gherardi,Person,早期博物馆馆长/作家。
Pietro Foscarini,Pietro Foscarini,Person,威尼斯贵族。
Pietro Francavilla,Pietro Francavilla,Person,(Pierre de Francqueville) 佛罗伦萨雕塑家。
Pietro Giannone,Pietro Giannone,Person,历史学家。
Pietro Gradenigo,Pietro Gradenigo,Person,威尼斯学者/日记作者。
