Original_Entry,Refined_Formal_Name,Refined_Category,Status/Notes
"March, Lord","Charles Gordon-Lennox, 3rd Duke of Richmond",Person,"[Disambiguation] 18th c. ""Lord March"" (Earl of March) 通常指查尔斯·戈登-伦诺克斯，著名的艺术赞助人和大游学者。"
Marchands-amateurs,Marchands-amateurs,Concept,[Category Fix] 原文误标为 Man-Made Object。指“业余艺术商”这一特定历史群体/概念。
Marche,Marche,Place,意大利马尔凯大区。
Marches,Marche,Place,"""Marche"" 的英语复数形式，标准化为 Marche。"
Marchese Girolamo Durazzo,Girolamo Durazzo,Person,热那亚贵族、总督及艺术收藏家。
Marchese Niccolo Maria Pallavicini,Niccolò Maria Pallavicini,Person,罗马重要的艺术赞助人（Maratti 的赞助者）。
Marchese Raggi,Marchese Raggi,Person,可能是 Lorenzo Raggi 或该家族成员（如 Bernini 的赞助人），保留头衔。
"Marchesi, Raffaelo",Raffaello Marchesi,Person,[Category Fix] 原文误标为 Man-Made Object。人物。
"Marchesini, Alessandro",Alessandro Marchesini,Person,[Category Fix] 原文误标为 Man-Made Object。维罗纳画家。
Marchigian town,Marchigian town,Place,泛指马尔凯大区的城镇。
"Marchiori, Giovanni",Giovanni Marchiori,Person,[Category Fix] 原文误标为 Man-Made Object。威尼斯雕塑家。
Marciana,Biblioteca Nazionale Marciana,Place,威尼斯马尔恰纳图书馆。
Marco Benefial,Marco Benefial,Person,罗马画家。
Marco Boschini,Marco Boschini,Person,威尼斯画家及艺术理论家（《Carta del Navegar Pitoresco》作者）。
Marco Fantuzzi,Marco Fantuzzi,Person,
Marco Foscarini,Marco Foscarini,Person,威尼斯总督（Doge）。
Marco Foscarini's palace,Palazzo Foscarini (Venice),Place,位于威尼斯 Carmini 的宫殿。
Marco Ricci,Marco Ricci,Person,威尼斯风景画家。
Marco Sacconi,Marco Sacconi,Person,
Marco Sebastiano Giampiccoli,Marco Sebastiano Giampiccoli,Person,威尼斯版画家。
Marcus Atilius Regulus,Marcus Atilius Regulus,Person,罗马执政官，历史画常见主题。
Marcus Curtius,Marcus Curtius,Person,罗马神话英雄，历史画常见主题。
Marcus Furius Camillus,Marcus Furius Camillus,Person,罗马独裁官，历史画常见主题。
Marcus Junianus Justinus,Justin (historian),Person,罗马历史学家查士丁。
Marcus Junius Brutus,Marcus Junius Brutus,Person,刺杀凯撒的布鲁图斯。
Marcus Porcius Cato,Cato the Elder,Person,老加图。
Marcus Porcius Cato Uticensis,Cato the Younger,Person,小加图。
Marcus Vitruvius Pollio,Vitruvius,Person,建筑师维特鲁威。
Maresca di Serracapmula,"Antonino Maresca, Duca di Serracapriola",Person,"[OCR Fix] ""Serracapmula"" -> ""Serracapriola""。那不勒斯外交官。"
Margaret Whinney,Margaret Whinney,Person,现代著名的英国艺术史学家。
Marguerite Louise d'Orl谷ans,Marguerite Louise d'Orléans,Person,"[OCR Fix] 乱码修复 ""Orl谷ans"" -> ""Orléans""。托斯卡纳大公夫人。"
"Mari, Cosimo",Cosimo Mari,Person,17世纪建筑师/工程师。
Maria Caterina,Maria Caterina,Person,"[Ambiguous] 极泛指。结合上下文可能是 Rosalba Carriera 画作中的 ""Sister Maria Caterina"" 或 Maria Caterina Brignole。"
Maria Elena Ghelli,Maria Elena Ghelli,Person,
Maria Labia,Maria Labia,Person,威尼斯 Labia 家族成员，Tiepolo 曾为该家族宫殿作画。
Maria Letizia Strocchi,Maria Letizia Strocchi,Person,现代艺术史学者。
Maria Luisa,Maria Luisa,Person,常见王室名（如西班牙的玛丽亚·路易莎），需结合特定条目消歧。
Maria Mancini,Maria Mancini,Person,马萨林枢机的侄女，路易十四的情人。
Maria Pamfili,Maria Pamphilj,Person,[Spelling Fix] 标准化拼写为 Pamphilj (Olimpia Maidalchini 的女儿等)。
Maria Sellschopp,Maria Sellschopp,Person,可能是现代学者或具体的收藏/捐赠者。
Maria Sergeevna Konopleva,Maria Sergeevna Konopleva,Person,苏联艺术史学家/策展人。
Maria Teresa Bonadonna Russo,Maria Teresa Bonadonna Russo,Person,现代学者（罗马历史研究）。
"Maria Teresa, Holy Roman Empress",Maria Theresa,Person,玛丽亚·特蕾莎女王。
