Original_Entry,Refined_Formal_Name,Refined_Category,Status/Notes
Genoa,Genoa,Place,[Validation] 城市。
Gentile Bellini,Gentile Bellini,Person,[Validation] 威尼斯画家。
Gentile da Fabriano,Gentile da Fabriano,Person,[Validation] 国际哥特式画家。
"Geoffrin, Mme",Marie Thérèse Rodet Geoffrin,Person,[Disambiguation] 著名沙龙女主人。
Georg Friedrich Schmidt,Georg Friedrich Schmidt,Person,[Validation] 德国版画家。
George Augustus Frederick,George IV of the United Kingdom,Person,[Disambiguation] 乔治四世 (Prince of Wales)。
"George Byng, 1st Viscount Torrington","George Byng, 1st Viscount Torrington",Person,[Validation] 英国海军上将。
George Frideric Handel,George Frideric Handel,Person,[Validation] 作曲家。
George I of Great Britain,George I of Great Britain,Person,[Validation] 英国国王。
"George I, King of England",George I of Great Britain,Person,[Validation] 同上。
George III of Great Britain,George III of Great Britain,Person,[Validation] 英国国王。
"George III, King of England",George III of Great Britain,Person,[Validation] 同上。
George Knox,George Knox,Person,[Validation] 艺术史学家 (Tiepolo专家)。
George Vertue,George Vertue,Person,[Validation] 英国版画家/古物学家。
George William,George William (Duke of Brunswick-Lüneburg),Person,[Disambiguation] 策勒公爵。
Georges de La Tour,Georges de La Tour,Person,[Validation] 法国画家。
Gerald Burden,Gerald Burden,Person,[Validation] 现代艺术写作者? 可能是 Gerald Burdon? 待定。
Gerard van Honthorst,Gerard van Honthorst,Person,[Validation] 荷兰画家 (Gherardo delle Notti)。
Gerard van der Bos,Gerard van der Bos,Person,[Validation] 可能是指 Gerard van den Bossche? 或类似拼写。
Gerhard Ewald,Gerhard Ewald,Person,[Validation] 艺术史学家 (Florentine Baroque)。
"Gerini, Marchese Andrea",Andrea Gerini,Person,[Category Fix] 原文误标为 Man-Made Object。佛罗伦萨收藏家。
Germaine de Sta?l,Germaine de Staël,Person,"[OCR Fix] ""?"" -> ""ë""。斯塔尔夫人。"
German patronage,German patronage,Concept,[Validation] 艺术赞助。
"German princes, taste in art",Taste in art (German princes),Concept,[Validation] 艺术史议题。
Gerolamo Nappi,Gerolamo Nappi,Person,[Validation] 画家 (17世纪)。
"Gesualdo, Cardinal",Alfonso Gesualdo,Person,[Disambiguation] 枢机主教。
Gesuati,Gesuati (Order) / Santa Maria del Rosario (Gesuati),Group/Place,[Ambiguity] 可能是耶稣会修士会 (已解散) 或威尼斯 Gesuati 教堂。在 E74 Group 中指修会。
"Gherardi, Antonio",Antonio Gherardi,Person,[Reconstruction] 瑞耶蒂/罗马画家/建筑师。
Gherardo Saracini,Gherardo Saracini,Person,[Validation] 锡耶纳贵族/赞助人。
"Ghibbesio, Jacopo",James Gibbs (Jacopo Ghibbesio),Person,[Disambiguation] 詹姆斯·吉布斯 (苏格兰建筑师，曾用意大利名)。
"Ghisolfi, Giovanni",Giovanni Ghisolfi,Person,[Reconstruction] 米兰画家 (Ruins)。
Giacinto Brandi,Giacinto Brandi,Person,[Validation] 罗马巴洛克画家。
Giacinto Calandrucci,Giacinto Calandrucci,Person,[Validation] 罗马画家 (Maratta学生)。
Giacinto Gigli,Giacinto Gigli,Person,[Validation] 罗马日记作家。
Giacomo Barozzi da Vignola,Giacomo Barozzi da Vignola,Person,[Validation] 建筑师。
Giacomo Boni,Giacomo Boni,Person,[Validation] 威尼斯画家 (18世纪) 或考古学家 (19世纪)。结合上下文 (Giacomo/18th cent)，应为画家 Giacomo Boni (1688–1766)。
Giacomo Casanova,Giacomo Casanova,Person,[Validation] 冒险家/作家。
Giacomo Ceruti,Giacomo Ceruti (Il Pitocchetto),Person,[Validation] 伦巴第画家。
Giacomo Leonardis,Giacomo Leonardis,Person,[Validation] 威尼斯版画家。
Giacomo Leoni,Giacomo Leoni,Person,[Validation] 建筑师 (Palladio翻译者)。
Giacomo Lomellini,Giacomo Lomellini,Person,[Validation] 热那亚总督。
Giacomo Luigi Brignole,Giacomo Luigi Brignole,Person,[Validation] 枢机主教。
Giacomo Lumbroso,Giacomo Lumbroso,Person,[Validation] 考古学家/历史学家 (19世纪)。
Giacomo Querini,Giacomo Querini,Person,[Validation] 威尼斯外交官。
Giacomo Rospigliosi,Giacomo Rospigliosi,Person,[Validation] 枢机主教。
Giacomo Serra,Giacomo Serra,Person,[Validation] 枢机主教 (Rubens赞助人)。
Giacomo Soranzo,Giacomo Soranzo,Person,[Validation] 威尼斯收藏家。
Giacomo Storti,Giacomo Storti,Person,[Validation] 威尼斯出版商。
Giacomo Torelli,Giacomo Torelli,Person,[Validation] 舞美设计师。
Giacomo Triga,Giacomo Triga,Person,[Validation] 罗马画家。
Giacomo del Pò,Giacomo del Po,Person,[Validation] 那不勒斯画家。
Giacomo della Lena,Giacomo della Lena,Person,[Validation] 威尼斯外交官/作家 (西班牙宫廷)。
Giacomo della Porta,Giacomo della Porta,Person,[Validation] 建筑师。
Giacomo di Castro,Giacomo Di Castro,Person,[Validation] 索伦托画家。
Giam Pietro Zanotti,Giampietro Zanotti,Person,[Validation] 博洛尼亚画家/作家。
Giambattista Marino,Giambattista Marino,Person,[Validation] 诗人 (Adone)。
Giambattista Pittoni,Giambattista Pittoni,Person,[Validation] 威尼斯画家。
Giambattista Vico,Giambattista Vico,Person,[Validation] 哲学家。
Giambettino Cignaroli,Giambettino Cignaroli,Person,[Validation] 维罗纳画家。
Giambologna,Giambologna,Person,[Category Fix] 原文误标为 Place。雕塑家。
Giammaria Ortes,Giammaria Ortes,Person,[Validation] 威尼斯经济学家/修道士。
Gian Antonio Selva,Giannantonio Selva,Person,[Validation] 新古典主义建筑师 (La Fenice)。
Gian Lorenzo Bernini,Gian Lorenzo Bernini,Person,[Validation] 贝尼尼。
Gian Vittorio Rossi,Gian Vittorio Rossi (Janus Nicius Erythraeus),Person,[Validation] 诗人/学者。
Gianfranco Torcellan,Gianfranco Torcellan,Person,[Validation] 历史学家 (Settecento Veneto)。
Gianjacopo Fontana,Gianjacopo Fontana,Person,[Validation] 威尼斯历史学家 (19世纪)。
Giannantonio Moschini,Giannantonio Moschini,Person,[Validation] 威尼斯艺术导览作者/神职人员。
Gilles-Marie Oppenord,Gilles-Marie Oppenord,Person,[Validation] 法国建筑师/装饰家。
"Gimignani, Lodovico",Ludovico Gimignani,Person,[Reconstruction] 罗马画家。
"Ginnasi, Cardinal",Domenico Ginnasi,Person,[Disambiguation] 枢机主教。
Gino Damerini,Gino Damerini,Person,[Validation] 威尼斯历史学家/记者。
Gino Fogolari,Gino Fogolari,Person,[Validation] 艺术史学家。
Gio. Gasparo Baldoini,Giovanni Gasparo Baldoini,Person,[Full Name] 建筑师/工程师。
Gioacchino Assereto,Gioacchino Assereto,Person,[Validation] 热那亚画家。
Giorgio Casini,Giorgio Casini,Person,[Validation] 人物。
Giorgio Cini Foundation,Fondazione Giorgio Cini,Organization,[Category Fix] 原文误标为 Place。文化机构。
Giorgio Maria Rapparini,Giorgio Maria Rapparini,Person,[Validation] 诗人/剧本作家。
Giorgio Massari,Giorgio Massari,Person,[Validation] 威尼斯建筑师。
Giorgio Nicodemi,Giorgio Nicodemi,Person,[Validation] 艺术史学家/博物馆长。
Giorgio Pisani,Giorgio Pisani,Person,[Validation] 威尼斯政治改革家。
Giorgio Spini,Giorgio Spini,Person,[Validation] 历史学家。
Giorgio Vasari,Giorgio Vasari,Person,[Validation] 瓦萨里。
Giorgione,Giorgione,Person,[Validation] 画家。
Giotto,Giotto,Person,[Validation] 乔托。
Giotto de Bondone,Giotto di Bondone,Person,[Validation] 乔托。
Giovan Battista Langetti,Giovan Battista Langetti,Person,[Validation] 画家 (Tenebrist)。
Giovan Battista Ricciardi,Giovan Battista Ricciardi,Person,[Validation] 诗人/Salvator Rosa的朋友。
Giovan Battista Ruoppolo,Giovan Battista Ruoppolo,Person,[Validation] 那不勒斯静物画家。
Giovanelli collection,Giovanelli Collection,Organization/Group,[Category Fix] 原文误标为 Man-Made Object。
Giovanni Adamo,Giovanni Adamo,Person,[Validation] 人物。
