Original_Entry,Refined_Formal_Name,Refined_Category,Status/Notes
Clement IX,Clement IX,Person,[Validation] 教皇。
"Clement VIII, Pope",Clement VIII,Person,[Validation] 教皇。
Clement XI,Clement XI,Person,[Validation] 教皇。
"Clement XII, Pope",Clement XII,Person,[Validation] 教皇。
"Clement XIII, Pope",Clement XIII,Person,[Validation] 教皇。
"Clement, Abbé",Abbé Clément,Person,[Validation] 18世纪法国作家 (Denis Xavier Clément 或 chanoine de Saint-Louis du Louvre)。
Cleopatra VII,Cleopatra VII,Person,[Validation] 埃及艳后。
Cleopatra showing Octavius the bust of Julius Caesar,Cleopatra showing Octavius the bust of Julius Caesar,Work,"[Validation] 绘画主题 (Batoni, Guercino等)。"
Clerici Palace,Palazzo Clerici,Place,[Validation] 米兰宫殿 (提埃坡罗壁画)。
"Clio, Muse of History",Clio,Person (Myth),[Validation] 缪斯女神。
"Clostermann, John",John Closterman,Person,[Validation] 肖像画家。
Cloudesley Shovell,Cloudesley Shovell,Person,[Validation] 英国海军元帅。
Clovis Whitfield,Clovis Whitfield,Person,[Validation] 艺术史学家。
Coast Scene with the Landing of Aeneas in Latium,Coast Scene with the Landing of Aeneas in Latium,Work,[Validation] 克劳德·洛兰画作。
Coast View with Apollo and the Cumaean Sibyl,Coast View with Apollo and the Cumaean Sibyl,Work,[Validation] 克劳德·洛兰画作。
Coast View with Perseus and the Origin of Coral,Coast View with Perseus and the Origin of Coral,Work,[Validation] 克劳德·洛兰画作。
Coggio Pittoni,Coggio Pittoni (Artist?),Person,"[Check Original] 可能是 ""Giovanni Battista Pittoni"" 的 OCR 乱码或极生僻人物。疑似 ""Cugino Pittoni"" (Pittoni 的表亲) 或误拼。待定。"
Coggioh Pittoni,Coggio Pittoni,Person,[OCR Fix] 同上。
"Coke, Mr","Thomas Coke, 1st Earl of Leicester",Person,"[Context] ""Mr Coke"" 常指 Thomas Coke (Holkham Hall 建造者/收藏家)。"
"Cole, Christian",Christian Cole,Person,[Validation] 英国外交官/驻威尼斯秘书。
Colen Campbell,Colen Campbell,Person,[Validation] 英国建筑师 (Vitruvius Britannicus)。
Collegio Teutonico,Collegio Teutonico,Place,[Validation] 罗马德意志学院。
Collegio di Siena,Collegio di Siena,Place,[Validation] 锡耶纳学院。
Collegium Germanicum et Hungaricum,Collegium Germanicum et Hungaricum,Place,[Validation] 罗马神学院。
Colnaghi's,P. & D. Colnaghi & Co.,Organization,[Category Fix] 原文误标为 Place。艺术画廊/经销商。
Colonna palace,Palazzo Colonna,Place,[Validation] 罗马宫殿。
"Colonna, Don Giuliano",Giuliano Colonna,Person,[Validation] 贵族。
"Colonna, Filippo",Filippo Colonna,Person,[Validation] 贵族/帕利亚诺亲王。
"Colonna, Marc'Antonio",Marcantonio Colonna,Person,"[Validation] 贵族 (可能是 Marcantonio II, 勒班陀战役英雄，或后代)。"
"Colonna, Prince Francesco",Francesco Colonna,Person,[Validation] 贵族。
Competitions,Competitions,Event/Concept,[Category Fix] 原文误标为 Work/Concept。艺术竞赛 (Concorsi)。
"Concina, Padre Daniele",Daniele Concina,Person,[Validation] 多明我会神学家。
Congregazione dei Virtuosi,Congregazione dei Virtuosi al Pantheon,Group,[Validation] 罗马艺术家行会。
Consiglio del Consorzio,Consiglio del Consorzio,Organization,[Validation] 机构/委员会。
Constantinople,Constantinople,Place,[Validation] 君士坦丁堡。
Contarini family,Contarini (Family),Group,[Validation] 威尼斯家族。
Contarini villa,Villa Contarini,Place,[Category Fix] 原文误标为 Work。
"Contarini, Pietro",Pietro Contarini,Person,[Validation] 威尼斯贵族。
