Original_Entry,Refined_Formal_Name,Refined_Category,Status/Notes
Carlo Lodoli,Carlo Lodoli,Person,[Validation] 威尼斯建筑理论家。
Carlo M. Cipolla,Carlo M. Cipolla,Person,[Validation] 经济史学家。
Carlo Maderno,Carlo Maderno,Person,[Validation] 罗马建筑师。
Carlo Maratti,Carlo Maratta,Person,[Standardization] 画家 (也拼作 Maratti)。
Carlo Quarismini,Carlo Quarismini,Person,[Validation] 威尼斯画家 (较小众)。
Carlo Rainaldi,Carlo Rainaldi,Person,[Validation] 罗马建筑师。
Carlo Rezzonico,Clement XIII (Carlo Rezzonico),Person,[Disambiguation] 教皇克莱门特十三世。
Carlo Ridolfi,Carlo Ridolfi,Person,[Validation] 威尼斯画家/传记作家。
Carlo Roberto Dati,Carlo Roberto Dati,Person,[Validation] 佛罗伦萨学者。
Carlo Saraceni,Carlo Saraceni,Person,[Validation] 罗马画家。
"Carlone, Gianandrea",Giovanni Andrea Carlone,Person,[Disambiguation] 乔瓦尼·安德烈亚·卡尔洛内。
Carlos da Silva Tarouca,Carlos da Silva Tarouca,Person,[Validation] 历史学家/艺术研究者 (20世纪)。
Carmelitani Scalzi,Discalced Carmelites,Group,[Validation] 跣足加尔默罗会。
Carmelites,Carmelites,Group,[Validation] 加尔默罗会。
Carmini,Santa Maria dei Carmini,Place,[Validation] 威尼斯教堂 (Scuola Grande dei Carmini 旁边)。
Carolus Borromeuskerk,St. Charles Borromeo Church (Antwerp),Place,[Disambiguation] 安特卫普教堂。
"Carpegna, Count",Carpegna (Count),Person,[Context] 可能是 Gaspare Carpegna 枢机或家族成员。
"Carpio, Marchese Del","Gaspar de Haro, 7th Marquess of Carpio",Person,[Category Fix] 原文误标为 Work。西班牙总督/收藏家。
"Carpioni, Giulio",Giulio Carpioni,Person,[Validation] 维琴察画家。
Carpoforo Tencalla,Carpoforo Tencalla,Person,[Validation] 壁画画家。
Carro Della Notte,Carro della Notte,Work,[Validation] 绘画主题 (Guercino等)。
"Cars, Laurence",Laurent Cars,Person,"[OCR Fix] ""Laurence"" -> ""Laurent""。法国版画家。"
Carthage,Carthage,Place,[Validation] 地名。
Carthusian Order,Carthusians,Group,[Category Fix] 原文误标为 Place。
Casa Soster,Casa Soster,Place,[Validation] 威尼斯建筑。
"Casanova de Seingalt, Jacques",Giacomo Casanova,Person,[Disambiguation] 贾科莫·卡萨诺瓦。
Cascata delle Marmore,Cascata delle Marmore,Place,[Validation] 瀑布。
Cassiano dal Pozzo,Cassiano dal Pozzo,Person,[Validation] 著名学者/赞助人 (Paper Museum)。
Castel Cogolo,Castel Cogolo,Place,[Validation] 城堡。
Castel Fusano,Castel Fusano,Place,[Validation] 罗马附近 Sacchetti 家族别墅。
Castel Gandolfo,Castel Gandolfo,Place,[Validation] 教皇夏宫所在地。
Castello Sfarzesco,Castello Sforzesco,Place,"[OCR Fix] ""Sfarzesco"" -> ""Sforzesco""。米兰城堡。"
"Castiglione, Giovanni Benedetto",Giovanni Benedetto Castiglione,Person,[Validation] 画家。
Castle Howard,Castle Howard,Place,[Validation] 英国庄园。
Castle of Cogolo,Castel Cogolo,Place,[Validation] 同 Castel Cogolo。
Castle of Rivoli,Castello di Rivoli,Place,[Validation] 都灵皇宫。
Castro,Castro,Place,[Validation] 拉齐奥古城 (被毁)。
"Castro, First and Second Wars of",Wars of Castro,Event,[Validation] 历史事件。
"Castro, Jacomo di",Giacomo Di Castro,Person,[Disambiguation] 索伦托/那不勒斯画家。
Catalonia,Catalonia,Place,[Validation] 地名。
Caterina Dolfin,Caterina Dolfin,Person,[Validation] 威尼斯贵族/诗人。
Caterina Sagredo Barbarigo,Caterina Sagredo Barbarigo,Person,[Validation] 威尼斯贵族/沙龙女主人。
Cathedral of Rome,Archbasilica of Saint John Lateran,Place,[Disambiguation] 罗马主教座堂是拉特朗圣若望。
Cathedral of the Holy Trinity,Cathedral of the Holy Trinity,Place,[Validation] 教堂。
Catherine Tofts,Catherine Tofts,Person,[Validation] 英国女高音歌手 (居威尼斯)。
Catherine de' Medici,Catherine de' Medici,Person,[Validation] 法国王后。
Catherine the Great of Russia,Catherine the Great,Person,[Validation] 俄国女皇。
Catholic pilgrimage church,Pilgrimage Church,Place,[Validation] 建筑类型。
"Cattaneo, Giovanni de",Giovanni de' Cattanei,Person,[Check Original] 可能是 Giovanni Cattaneo (雕刻家) 或 Giovanni de' Cattanei (建筑师)。
Cattedrale Chiesa di Parenzo,Euphrasian Basilica (Poreč),Place,[Disambiguation] 波雷奇大教堂。
Cattedrale di Santa Maria Assunta,Cathedral of Santa Maria Assunta,Place,[Validation] 多地大教堂通用名 (如比萨、锡耶纳、帕多瓦)。
"Cavagna, Giampaolo",Gian Paolo Cavagna,Person,[Validation] 贝加莫画家。
