Original_Entry,Refined_Formal_Name,Refined_Category,Status/Notes
Strozzi,Strozzi family,Group,[Category Fix] 佛罗伦萨/威尼斯家族。
Studiolo of Isabella d'Este,Studiolo of Isabella d'Este,Place,曼托瓦公爵宫内的书房。
"Styles, Benjamin",Benjamin Styles,Person,英国南海公司董事，Moor Park 主人。
Sulla maniera di Zorzone,Sulla maniera di Zorzone,Work,"[Category Fix] ""On the manner of Giorgione"" (Title/Concept)。"
Superstition in Rome,Superstition in Rome,Concept,[Category Fix] 研究主题。
Susanna,Susanna,Person,圣经人物。
Susanna and the Elders,Susanna and the Elders,Work,[Category Fix] 丁托列托、伦勃朗等人的画作。
Svetlana Alpers,Svetlana Alpers,Person,现代艺术史学家。
"Swanevelt, Hermann",Herman van Swanevelt,Person,荷兰风景画家。
"Sweerts, Michael",Michiel Sweerts,Person,佛兰芒画家。
Syrinx,Syrinx,Person,[Myth] 绪林克斯（山林女神）。
S芍ndor Baumgarten,Sándor Baumgarten,Person,"[OCR Fix] ""S芍ndor"" -> ""Sándor""。匈牙利建筑师/作家。"
S谷gala,Ségala,Place,"[OCR Fix] ""S谷gala"" -> ""Ségala""。法国地名。"
Taddeo Barberini,Taddeo Barberini,Person,帕莱斯特里纳亲王（教皇乌尔班八世的侄子）。
Tahiti,Tahiti,Place,大溪地。
Tancred Borenius,Tancred Borenius,Person,芬兰艺术史学家。
"Tankerville, Lord",Earl of Tankerville,Person,查尔斯·贝内特（Charles Bennet）等。
Tarantella Dancers,Tarantella Dancers,Work,[Category Fix] 可能是专门描绘塔兰泰拉舞的画作或版画。
Tarquin and Lucretia and a Joseph,Tarquin and Lucretia and a Joseph,Work,[Category Fix] 包含两幅或多幅画作的条目（卢克雷蒂亚与约瑟夫）。
"Tarso, Archbishop of",Archbishop of Tarsus,Person,[Category Fix] 原文误标为 Man-Made Object。可能是指某一具体领衔主教（如 Ferdinando d'Adda）。
"Tassis, Count",Count Tassis,Person,图恩与塔克西斯家族成员（如在威尼斯的邮政总长）。
Tavole Barberini,Tavole Barberini,Work,[Category Fix] Fra Carnevale 的著名画板（现分藏纽约和波士顿）。
Teatro Farnese,Teatro Farnese,Place,帕尔马法尔内塞剧院。
Teatro Malibran,Teatro Malibran,Place,威尼斯马利布兰剧院（原 San Giovanni Grisostomo）。
Temperance,Temperance,Work,[Category Fix] 寓意画或雕塑。
Tempest with Pyramus and Thisbe,Landscape with Pyramus and Thisbe,Work,[Category Fix] 普桑的画作。
Tempio Malatestiano,Tempio Malatestiano,Place,里米尼马拉泰斯塔教堂。
Temple Newsam,Temple Newsam,Place,英国利兹的庄园。
Temple in Jerusalem,Temple in Jerusalem,Place,耶路撒冷圣殿。
Temple of Concord,Temple of Concord,Place,罗马神庙。
Temple of Justice,Temple of Justice,Place,可能是指罗马建筑或寓意画中的建筑。
Temple of Kronos,Temple of Kronos,Place,希腊神庙。
Temple of Pallas,Temple of Minerva Medica,Place,[Ambiguous] 可能是 Temple of Minerva (Pallas) 或 Forum of Nerva (Transitorium)。
"Tencala, Cristoforo",Cristoforo Tencalla,Person,提契诺壁画家。
"Teniers, David",David Teniers the Younger,Person,佛兰芒画家。
"Teodoli, Marchese",Girolamo Teodoli,Person,[Category Fix] 原文误标为 Man-Made Object。侯爵/建筑师。
