Original_Entry,Refined_Formal_Name,Refined_Category,Status/Notes
Badminton House from Badminton Park,Badminton House from Badminton Park,Work,[Validation] 卡纳莱托画作 (View)。
Baglioni Chapel,Baglioni Chapel,Place,[Validation] 佩鲁贾教堂礼拜堂 (拉斐尔祭坛画原址)。
Baglioni collection,Baglioni Collection,Organization/Group,[Validation] 艺术收藏。
"Bagnara, Duchess of",Duchess of Bagnara,Person,[Validation] 贵族头衔 (Ruffo家族)。
Bagnoli,Bagnoli,Place,[Validation] 地名 (那不勒斯附近或帕多瓦附近)。
"Bagutti, Pietro Martire",Pietro Martire Bagutti,Person,[Reconstruction] 灰泥艺术家 (Stuccatore)。
"Baines, Sir Thomas",Thomas Baines,Person,[Reconstruction] 英国医生/旅行者。
Baldassare Franceschini,Baldassare Franceschini (Il Volterrano),Person,[Category Fix] 原文误标为 Place。画家。
"Baldoini, Giovanni Gasparo",Giovanni Gasparo Baldoini,Person,[Reconstruction] 名字倒装复原。
Balthasar Permoser,Balthasar Permoser,Person,[Validation] 巴洛克雕塑家。
Balthasar de Monconys,Balthasar de Monconys,Person,[Validation] 法国旅行家/日记作者。
Bamboccianti,Bamboccianti,Group,[Validation] 罗马风俗画家群体。
Bandinello Sauli,Bandinello Sauli,Person,[Validation] 枢机主教。
"Bandino, Cardinal",Ottavio Bandini,Person,[Disambiguation] 可能是 Ottavio Bandini 枢机 (常被称为 Cardinale Bandino)。
Bank of France,Banque de France,Organization,[Validation] 机构。
Banqueting House,"Banqueting House, Whitehall",Place,[Validation] 伦敦建筑 (鲁本斯天顶画)。
Barak before Deborah,Barak before Deborah,Work,[Validation] 绘画主题 (Luca Giordano等)。
"Baratta, Francesco",Francesco Baratta,Person,[Category Fix] 原文误标为 Place。雕塑家。
Barbara Mazza,Barbara Mazza,Person,[Validation] 人物。
"Barbarigo, Caterina",Caterina Barbarigo,Person,[Reconstruction] 威尼斯贵族。
"Barbaro, Antonio",Antonio Barbaro,Person,[Reconstruction] 威尼斯贵族/行政官。
Barber Institute of Fine Arts,Barber Institute of Fine Arts,Organization,[Validation] 伯明翰艺术博物馆。
Barberini Chapel in S. Andrea della Valle,Barberini Chapel (Sant'Andrea della Valle),Place,[Validation] 罗马礼拜堂。
Barberini Chapelin S.Andreadella Valle),Barberini Chapel (Sant'Andrea della Valle),Place,[OCR Fix] 标点和空格修复。
Barberini family,Barberini (Family),Group,[Validation] 罗马显赫家族。
Barberini library,Barberini Library,Organization,[Validation] 巴贝里尼图书馆。
Barberini palace,Palazzo Barberini,Place,[Validation] 罗马宫殿。
"Barberini, Cardinal Antonio (brother to Urban VIII)",Antonio Barberini (the Elder),Person,[Disambiguation] 老安东尼奥·巴贝里尼 (Capuchin)。
"Barberini, Cardinal Antonio (nephew to Urban VIII)",Antonio Barberini (the Younger),Person,[Disambiguation] 小安东尼奥·巴贝里尼。
"Barberini, Cardinal Francesco (nephew to Urban VIII)",Francesco Barberini (1597–1679),Person,[Category Fix] 原文误标为 Place。
"Barberini, Carlo (brother to Urban VIII)",Carlo Barberini,Person,[Reconstruction] 乌尔班八世之兄。
"Barberini, Maffeo (Pope Urban VIII)",Urban VIII,Person,[Disambiguation] 教皇乌尔班八世。
"Barberini, Monsignor Francesco (uncle to Urban VIII)",Francesco Barberini (Uncle),Person,[Category Fix] 原文误标为 Place。乌尔班八世的叔叔 (Proto-notary)。
"Barberini, Prince Maffeo (son of Taddeo Barberini)",Maffeo Barberini (Prince of Palestrina),Person,[Disambiguation] 塔德奥之子。
"Barberini, Taddeo (nephew to Urban VIII)",Taddeo Barberini,Person,[Reconstruction] 帕莱斯特里纳亲王。
"Baretti, Giuseppe",Giuseppe Baretti,Person,[Reconstruction] 文学评论家。
