Original_Entry,Refined_Formal_Name,Refined_Category,Status/Notes
Santa Maria in Vallicella,Santa Maria in Vallicella,Place,罗马新堂（Chiesa Nuova）。
Santa Maria sopra Minerva,Santa Maria sopra Minerva,Place,罗马多明我会教堂。
"Santa Marta, Naples",Santa Marta (Naples),Place,那不勒斯教堂。
Santa Prassede,Santa Prassede,Place,罗马圣普拉塞德教堂。
Santa Sofia,Hagia Sophia,Place,圣索菲亚大教堂（君士坦丁堡）或威尼斯圣索菲亚教堂。
Santi Apostoli,Santi Apostoli,Place,罗马或威尼斯教堂（十二使徒教堂）。
Santi Quattro Coronati,Santi Quattro Coronati,Place,罗马四殉道堂。
Santi Vincenzo e Anastasio a Trevi,Santi Vincenzo e Anastasio a Trevi,Place,罗马特莱维喷泉旁教堂。
"Santi, Giovan Gioseffo",Giovan Gioseffo Santi,Person,博洛尼亚建筑师/透视画家。
"Santi, Tommaso de'",Tommaso de' Santi,Person,
Santissima Annunziata,Santissima Annunziata,Place,佛罗伦萨著名教堂。
Santo Stefano Rotondo,Santo Stefano Rotondo,Place,罗马圆形教堂。
Sapienza,Sapienza University of Rome,Organization,罗马大学（La Sapienza）。
Sarah Churchill,"Sarah Churchill, Duchess of Marlborough",Person,马尔伯勒公爵夫人。
Sassoferrato,Sassoferrato,Place,马尔凯大区城镇。
Sassoferrato (Giovan Battista Salvi),Sassoferrato,Person,(Giovanni Battista Salvi da Sassoferrato) 画家。
"Savelli, Cardinal",Fabrizio Savelli,Person,17世纪红衣主教（或 Giulio Savelli）。
Saverio Bettinelli,Saverio Bettinelli,Person,耶稣会作家/文学评论家。
Saverio Savini,Saverio Savini,Person,
Savoy,Savoy,Place,萨伏伊公国。
"Savoy, Adelaide Enrichetta of",Henriette Adelaide of Savoy,Person,巴伐利亚选帝侯夫人。
"Savoy, Anne Marie of",Anne Marie d'Orléans,Person,(Duchess of Savoy) 维托里奥·阿梅迪奥二世之妻。
"Savoy, Cardinal Maurizio of",Maurice of Savoy,Person,萨伏伊的莫里斯枢机。
"Savoy, Carlo Emmanuele III of",Charles Emmanuel III of Sardinia,Person,萨伏伊公爵/撒丁国王。
"Savoy, Duchess of",Duchess of Savoy,Person,泛指，需语境（如 Anne Marie d'Orléans）。
"Savoy, Vittorio Amedeo II, Duke of",Victor Amadeus II of Sardinia,Person,萨伏伊公爵/撒丁国王。
Scala Regia,Scala Regia,Place,梵蒂冈皇家阶梯（贝尼尼设计）。
Scalzi,Santa Maria di Nazareth (Scalzi),Place,[Category Fix] 威尼斯赤足教堂（通常简称 Scalzi）。
Scandinavia,Scandinavia,Place,斯堪的纳维亚。
"Scaramuccia, Luigi",Luigi Scaramuccia,Person,佩鲁贾画家/传记作家。
"Scarselli, Abate",Abate Scarselli,Person,可能是 Flaminio Scarselli (文学家)。
Scenes from the Aeneid,Scenes from the Aeneid,Work,[Category Fix] 埃涅阿斯纪插图/画作（如提埃坡罗）。
Scenes from the Life of Scipio Africanus,Scenes from the Life of Scipio Africanus,Work,[Category Fix] 历史画系列。
Scenes of Christian Warfare,Scenes of Christian Warfare,Work,[Category Fix] 可能是圣战或十字军主题画作。
Scenes of Venetian Noble Life,Scenes of Venetian Noble Life,Work,[Category Fix] Pietro Longhi 或 Guardi 的风俗画。
Scenes of Witchcraft,Scenes of Witchcraft,Work,[Category Fix] Salvator Rosa 的画作主题。
Sch?nbrunn Palace,Schönbrunn Palace,Place,"[OCR Fix] ""Sch?nbrunn"" -> ""Schönbrunn""。维也纳美泉宫。"
"Schedoni, Bartolommeo",Bartolomeo Schedoni,Person,帕尔马画家。
Schlei?heim palace complex,Schleissheim Palace,Place,"[OCR Fix] ""Schlei?heim"" -> ""Schleißheim""。慕尼黑施莱斯海姆宫。"
Schloss Weimar,Schloss Weimar,Place,魏玛城堡。
School of Carlo Cignani,School of Carlo Cignani,Group,[Category Fix] 艺术流派/工作室。
"Schulenburg, Marshal Johann Matthias",Johann Matthias von der Schulenburg,Person,威尼斯元帅，重要收藏家。
"Schut, Corneille",Cornelis Schut,Person,佛兰芒画家。
Sch?nborn family,Schönborn family,Group,"[OCR Fix] ""Sch?nborn"" -> ""Schönborn""。德国贵族家族。"
