Original_Entry,Refined_Formal_Name,Refined_Category,Status/Notes
Bergamo Cathedral,Bergamo Cathedral,Place,[Validation] 贝加莫大教堂。
Berlinghiero Gessi,Berlinghiero Gessi,Person,[Validation] 枢机主教。
"Bermis, Cardinal de",François-Joachim de Pierre de Bernis,Person,"[OCR Fix] ""Bermis"" -> ""Bernis""。法国枢机/外交官。"
Bernard Aikema,Bernard Aikema,Person,[Validation] 艺术史学家。
Bernard Le Bovier de Fontenelle,Bernard Le Bovier de Fontenelle,Person,[Validation] 作家。
Bernard Picart,Bernard Picart,Person,[Validation] 版画家。
Bernardine Baccinelli,Bernardino Baccinelli,Person,[Disambiguation] 嘉布遣会修士/总主教。
Bernardino Castelli,Bernardino Castelli,Person,[Validation] 威尼斯肖像画家。
Bernardino Feliciangeli,Bernardino Feliciangeli,Person,[Validation] 历史学家。
Bernardino Gagliardi,Bernardino Gagliardi,Person,[Validation] 画家。
Bernardino Mei,Bernardino Mei,Person,[Validation] 锡耶纳画家。
Bernardo Bellotto,Bernardo Bellotto,Person,[Validation] 维杜塔画家。
Bernardo Bizoni,Bernardo Bizoni,Person,[Validation] 17世纪旅行日记作者 (Giustiniani随从)。
Bernardo Cavallino,Bernardo Cavallino,Person,[Validation] 那不勒斯画家。
Bernardo Sansone Sgrilli,Bernardo Sansone Sgrilli,Person,[Validation] 建筑师/版画家。
Bernardo Strozzi,Bernardo Strozzi,Person,[Validation] 热那亚画家。
Bernardo de' Dominici,Bernardo De Dominici,Person,[Validation] 那不勒斯艺术传记作家。
Bernhard Rode,Bernhard Rode,Person,[Validation] 德国画家。
"Berreguete, Pedro",Pedro Berruguete,Person,"[OCR Fix] ""Berreguete"" -> ""Berruguete""。"
"Berrettini, Pietro (Pietro da Cortona)",Pietro da Cortona,Person,[Disambiguation] 皮耶特罗·达·科尔托纳。
"Bianconi, G. L.",Giovanni Ludovico Bianconi,Person,[Disambiguation] 18世纪医生/艺术作家。
Biblioceca Estense,Biblioteca Estense,Place,"[OCR Fix] ""Biblioceca"" -> ""Biblioteca""。"
Biblioteca Ambrosiana,Biblioteca Ambrosiana,Place,[Validation] 米兰安布罗修图书馆。
Biblioteca Casanatense,Biblioteca Casanatense,Place,[Validation] 罗马图书馆。
Biblioteca Civica di Padova,Biblioteca Civica di Padova,Place,[Validation] 帕多瓦图书馆。
Biblioteca Correr,Biblioteca del Museo Correr,Place,[Validation] 威尼斯图书馆。
Biblioteca Estense,Biblioteca Estense,Place,[Validation] 摩德纳图书馆。
Biblioteca Govemadva,Biblioteca Governativa,Place,"[OCR Fix] ""Govemadva"" -> ""Governativa"" (可能是克雷莫纳或卢卡的)。"
Biblioteca Marucelliana,Biblioteca Marucelliana,Place,[Validation] 佛罗伦萨图书馆。
Biblioteca Medicea Laurenziana,Biblioteca Medicea Laurenziana,Place,[Validation] 佛罗伦萨劳伦佐图书馆。
Biblioteca Nazionale Marciana,Biblioteca Nazionale Marciana,Place,[Validation] 威尼斯圣马可图书馆。
Biblioteca Vallicelliana,Biblioteca Vallicelliana,Place,[Validation] 罗马图书馆。
Biblioteca comunale Ariostea,Biblioteca Comunale Ariostea,Place,[Validation] 费拉拉图书馆。
Biblioteca comunale Augusta,Biblioteca Comunale Augusta,Place,[Validation] 佩鲁贾图书馆。
Biblioteca comunale dell'Archiginnasio,Biblioteca Comunale dell'Archiginnasio,Place,[Validation] 博洛尼亚图书馆。
Bibliothèque Mazarine,Bibliothèque Mazarine,Place,[Validation] 巴黎马萨林图书馆。
"Biffi, Giambattista",Giambattista Biffi,Person,[Reconstruction] 18世纪克雷莫纳作家。
"Bingley, Lord","Robert Benson, 1st Baron Bingley",Person,[Disambiguation] 英国贵族 (Yorkshire)。
Birmingham Museum and Art Gallery,Birmingham Museum and Art Gallery,Place,[Validation] 博物馆。
Bishop Harold von Hocheim being invested with the princedom by the Emperor in 1163,Bishop Harold von Hocheim Investiture,Work,[Validation] 提埃坡罗壁画 (维尔茨堡)。
Blainville,Monsieur de Blainville,Person,[Disambiguation] 旅行家 (著有Travels)。
"Blainville, Monsieur de",Monsieur de Blainville,Person,[Validation] 同上。
Blessed Felice da Cantalice,Felice da Cantalice,Person,[Validation] 圣徒。
"Boccage, Mme de",Anne-Marie du Boccage,Person,[Disambiguation] 法国女作家。
Bologna,Bologna,Place,[Validation] 城市。
Bombelli Sebastiano,Sebastiano Bombelli,Person,[Reconstruction] 威尼斯肖像画家。
"Bonati, Giovanni",Giovanni Bonatti,Person,"[OCR Fix] ""Bonati"" -> ""Bonatti"" (费拉拉画家)。"
"Boncampagni, Ugo (Pope Gregory XIII)",Gregory XIII,Person,[Disambiguation] 教皇格里高利十三世。
Bonfiglioli collection,Bonfiglioli Collection,Organization/Group,[Validation] 博洛尼亚艺术收藏。
"Boni, Giacomo Antonio",Giacomo Boni,Person,[Disambiguation] 博洛尼亚画家。
Bonifazio Gozzadini,Bonifazio Gozzadini,Person,[Validation] 历史人物。
Book illustration,Book illustration,Concept,[Validation] 艺术形式。
Borghese Palace,Palazzo Borghese,Place,[Validation] 罗马宫殿。
"Borghese, Camillo (Pope Paul V)",Paul V,Person,[Disambiguation] 教皇保罗五世。
Borgo Santo Spirito,Borgo Santo Spirito,Place,[Validation] 罗马街道。
"Borgognone, Giacomo (Jacques Courtois)",Jacques Courtois (Il Borgognone),Person,[Disambiguation] 雅克·库尔图瓦 (战斗画家)。
"Borgognone, Guglielmo (Guillaume Courtois)",Guillaume Courtois (Il Borgognone),Person,[Disambiguation] 纪尧姆·库尔图瓦。
"Boscarati, Felice",Felice Boscarati,Person,[Reconstruction] 维罗纳画家。
"Boscovich, P.",Roger Joseph Boscovich (Ruđer Bošković),Person,[Disambiguation] 耶稣会科学家/多面手。
"Bossuet, Jacques-Bénigne",Jacques-Bénigne Bossuet,Person,[Reconstruction] 法国主教/布道家。
"Bottari, Giovanni",Giovanni Gaetano Bottari,Person,[Disambiguation] 罗马学者/图书管理员。
"Bouchardon, Edmé",Edmé Bouchardon,Person,[Reconstruction] 法国雕塑家。
"Boucher, François",François Boucher,Person,[Reconstruction] 法国洛可可画家。
Bowes Museum,Bowes Museum,Place,[Validation] 英国博物馆。
Boyle/Locke/Sydenham,"Boyle, Locke, and Sydenham",Group,[Validation] 英国科学家/医生群体 (作为半身像或画像组合)。
"Bracci, Pietro",Pietro Bracci,Person,[Reconstruction] 罗马巴洛克雕塑家。
