Original_Entry,Refined_Formal_Name,Refined_Category,Status/Notes
Vatican Apostolic Archives,Vatican Apostolic Archives,Organization,[Category Fix] 原文误标为 Place。
Vatican Library,Vatican Library,Organization,[Category Fix] 原文误标为 Place。
Vatican Museums,Vatican Museums,Organization,[Category Fix] 原文误标为 Place。
Vatican Papal Basilica,St. Peter's Basilica,Place,圣彼得大教堂。
Vatican palace,Apostolic Palace,Place,[Category Fix] 原文误标为 Man-Made Object。
"Veith, Giovanni Adalbertho",Johann Adalbert Veith,Person,波希米亚/奥地利画家。
Velasquez,Diego Velázquez,Person,委拉斯开兹。
Venetian Holy Inquisition,Venetian Holy Inquisition,Organization,[Category Fix] 宗教裁判所。
Venetian Military Republic,Republic of Venice,Place,[Context] 指威尼斯共和国（军事方面）。
"Venezia, Padre Antonio da",Antonio da Venezia,Person,可能是方济各会修士/画家。
Venice,Venice,Place,威尼斯。
Venice Notarial Section,Archivio di Stato di Venezia (Sezione Notarile),Organization,[Category Fix] 威尼斯国家档案馆公证处。
Venice-Inquisitori di Stato,Inquisitori di Stato,Organization,[Category Fix] 威尼斯国家裁判官。
Venice-Inquisiwri,Inquisitori di Stato,Organization,"[OCR Fix] ""Inquisiwri"" -> ""Inquisitori""。"
Venice-Sezione Notarile,Archivio di Stato di Venezia (Sezione Notarile),Organization,[Category Fix]
Venice-Stampe,Archivio di Stato di Venezia (Stampe),Organization,[Category Fix] 版画/印刷品部门。
Ventura Carrara,Ventura Carrara,Person,
Ventura Furlani,Ventura Furlani,Person,
Ventura Rossi,Ventura Rossi,Person,建筑师/画家。
"Venturi, Professor Franco",Franco Venturi,Person,著名的现代历史学家（启蒙运动研究）。
Venus,Venus,Person,[Myth] 维纳斯。
Venus Italica,Venus Italica,Work,[Category Fix] 卡诺瓦的雕塑。
Venus Leaving the Bath,Venus Leaving the Bath,Work,[Category Fix] 布歇、提香等。
Venus Mourning over the Death of Adonis,Venus Mourning the Death of Adonis,Work,[Category Fix] 常见神话画作。
Venus and Adonis,Venus and Adonis,Work,[Category Fix] 提香、委罗内塞、鲁本斯等。
Venus and Amor,Venus and Cupid,Work,[Category Fix]
Venus and Cupid with a Satyr,Venus and Cupid with a Satyr,Work,[Category Fix] Correggio (Venus and Cupid with a Satyr/Antiope) 或其他。
Venus playing with Cupid,Venus Playing with Cupid,Work,[Category Fix]
"Venus, Adonis and Cupid","Venus, Adonis and Cupid",Work,[Category Fix] Annibale Carracci 等。
Verona,Verona,Place,维罗纳。
Vestal Virgin Tuccia (Corradini sculpture),Vestal Virgin Tuccia,Work,[Category Fix] 科拉迪尼的雕塑。
Via Chiara,Via Chiara,Place,威尼斯或罗马街道。
Via Crucis,Stations of the Cross,Work,[Category Fix] 苦路像。
Via Margutta,Via Margutta,Place,罗马著名的艺术街。
Via de' Giubbonari,Via de' Giubbonari,Place,罗马街道。
Via della Lungara,Via della Lungara,Place,罗马街道。
"Vianello, Dr Giovanni",Giovanni Vianello,Person,艺术史学家/收藏家。
Vicenza,Vicenza,Place,维琴察。
Victor Amadeus II of Savoy,Victor Amadeus II of Sardinia,Person,萨伏伊公爵，撒丁国王。
Victor-Marie d'Estr谷es,Victor-Marie d'Estrées,Person,"[OCR Fix] ""Estr谷es"" -> ""Estrées""。法国元帅。"
Victoria and Albert Museum,Victoria and Albert Museum,Organization,[Category Fix] V&A博物馆。
Vienna,Vienna,Place,维也纳。
Vienna Foscarini,Sebastiano Foscarini,Person,"[Disambiguation] 可能是 ""Foscarini in Vienna"" (大使) 的简写，指 Sebastiano 或 Marco Foscarini。"
View of Delphi with a Procession,View of Delphi with a Procession,Work,[Category Fix] Claude Lorrain 的画作。
"View of Venice, Doge's Palace",View of Venice: The Doge's Palace,Work,[Category Fix] Canaletto 或 Guardi 的画作。
View of the Grand Canal,View of the Grand Canal,Work,[Category Fix] Canaletto 画作泛指。
Vigilance,Vigilance,Work,[Category Fix] 寓意画。
Vigilie di S. Pietro,Vigilia di San Pietro,Event,[OCR/Category Fix] 圣彼得节前夜（威尼斯节日），常为画作主题。
Villa Aldobrandini,Villa Aldobrandini,Place,弗拉斯卡蒂的别墅。
Villa Borghese,Villa Borghese,Place,罗马博尔盖塞别墅。
Villa Castello,Villa di Castello,Place,佛罗伦萨美第奇别墅。
Villa Contarini,Villa Contarini,Place,威尼托别墅（Piazzola sul Brenta）。
Villa Cordellina,Villa Cordellina,Place,维琴察别墅（提埃坡罗壁画）。
Villa Medici,Villa Medici,Place,罗马美第奇别墅（法兰西学院）。
Villa Oliva Buonvisi,Villa Oliva,Place,卢卡别墅。
Villa Pisani,Villa Pisani,Place,斯特拉的皮萨尼别墅（Stra）。
Villa Valmarana,Villa Valmarana ai Nani,Place,维琴察别墅（提埃坡罗壁画）。
Villa Valmarana ai Nani,Villa Valmarana ai Nani,Place,[Duplicate] 同上。
Villa d'Arcetri,Villa Il Gioiello (Arcetri),Place,伽利略故居。
Villa di Pratolino,Villa di Pratolino,Place,美第奇别墅（Demidoff）。
Village Scene,Village Scene,Work,[Category Fix] 风俗画。
Vincent Ferrer,Saint Vincent Ferrer,Person,圣文森特·费雷尔。
Vincenzo Armanni,Vincenzo Armanni,Person,17世纪诗人/作家。
Vincenzo Costaguti,Vincenzo Costaguti,Person,红衣主教。
Vincenzo Damini,Vincenzo Damini,Person,威尼斯画家，活跃于英国。
Vincenzo Giustiniani,Vincenzo Giustiniani,Person,著名的银行家与艺术收藏家（Caravaggio赞助人）。
Vincenzo Golzio,Vincenzo Golzio,Person,现代艺术史学家（拉斐尔/罗马研究）。
Vincenzo Grimani,Vincenzo Grimani,Person,红衣主教/歌剧剧本作家。
Vincenzo Lazari,Vincenzo Lazari,Person,19世纪威尼斯博物馆馆长（Museo Correr）。
Vincenzo Neri,Vincenzo Neri,Person,
Vincenzo Radicchio,Vincenzo Radicchio,Person,
Vincenzo Ruffo,Vincenzo Ruffo,Person,作曲家（或同名建筑师）。
Vincenzo Viviani,Vincenzo Viviani,Person,数学家/科学家（伽利略的学生）。
Vincenzo da Canal,Vincenzo da Canal,Person,威尼斯贵族/艺术史学家（《Vita di Gregorio Lazzarini》作者）。
Violante Beatrix,Violante Beatrice of Bavaria,Person,托斯卡纳大公储妃。
Virgil,Virgil,Person,诗人维吉尔。
Virgil Bassanino,Virgin by Bassanino,Work,"[OCR/Typo Fix] 极可能是 ""Virgin [painted] by Bassanino"" (Jacopo Bassano 或家族成员) 的误读。"
Virgilio Spada,Virgilio Spada,Person,司铎祈祷会士，Borromini 的支持者。
Virgin and Child holding Rosaries...,The Virgin and Child with Saints Catherine and Dominic,Work,[Category Fix] 玫瑰经圣母（Sassoferrato 或 Tiepolo）。
Virgin protecting the city of Spoleto,Virgin Protecting the City of Spoleto,Work,[Category Fix] 祭坛画。
Virginia Museum of fine Arts Williams Fund,Virginia Museum of Fine Arts,Organization,[Category Fix] 博物馆基金。
"Virginio Orsini, Duke of Bracciano",Virginio Orsini,Person,布拉恰诺公爵。
"Virtuosi, Congregazione dei",Congregazione dei Virtuosi al Pantheon,Organization,[Category Fix] 万神殿艺术家协会。
"Visconti, Antonio Maria",Antonio Maria Visconti,Person,米兰贵族。
Vitaly Bloch,Vitaly Bloch,Person,艺术史学家。
Viterbo Moroni,Viterbo / Moroni,Place/Person,"[Split Required] 错误合并。Viterbo (地点), Gaetano Moroni (作家)。"
Vitruvius,Vitruvius,Person,维特鲁威。
Vittore Carpaccio,Vittore Carpaccio,Person,威尼斯画家。
Vittoria della Rovere,Vittoria della Rovere,Person,托斯卡纳大公夫人。
Vittorio Bigari,Vittorio Bigari,Person,博洛尼亚画家。
Vittorio Casale,Vittorio Casale,Person,现代艺术史学家。
Vittorio Malamani,Vittorio Malamani,Person,19世纪艺术史学家（Canova 研究）。
Vittorio Moschini,Vittorio Moschini,Person,20世纪威尼斯艺术史学家/监督官。
Vittorio Viale,Vittorio Viale,Person,博物馆馆长（都灵）。
"Vittrice, Alessandro",Alessandro Vittrice,Person,罗马贵族，卡拉瓦乔《入葬》的赞助人。
"Vivant-Denon, Dominique",Vivant Denon,Person,卢浮宫首任馆长。
Viviano Codazzi,Viviano Codazzi,Person,建筑风景画家。
Vizcaya (province),Biscay,Place,西班牙比斯开省。
Voltaire,Voltaire,Person,伏尔泰。
Vrilliere,"Louis Phélypeaux, marquis de La Vrillière",Person,[Category Fix] 原文误标为 Place。法国国务大臣，著名收藏家。
