Original_Entry,Refined_Formal_Name,Refined_Category,Status/Notes
"Thomas Wharton, 1st Marquess of Wharton","Thomas Wharton, 1st Marquess of Wharton",Person,英国辉格党政治家。
"Three Dominican Saints: Vincent, Hyacinth and Lawrence","Three Dominican Saints: Vincent, Hyacinth and Lawrence",Work,[Category Fix] 提埃坡罗在Gesuati的画作 (The Virgin Appearing to St. Dominic...) 的相关部分或独立画作。
Three Portraits of Dogs,Three Portraits of Dogs,Work,[Category Fix] Guercino 或其他画家的作品。
Thyrsus Gonz芍lez de Santalla,Thyrsus González de Santalla,Person,"[OCR Fix] ""Gonz芍lez"" -> ""González""。耶稣会总会长。"
"Th谷odon, Jean Baptiste",Jean-Baptiste Théodon,Person,"[OCR Fix] ""Th谷odon"" -> ""Théodon""。法国雕塑家。"
Tiber,Tiber,Place,台伯河。
Tiberio Cenci,Tiberio Cenci,Person,罗马红衣主教/贵族。
Tiberio Roberti,Tiberio Roberti,Person,18-19世纪巴萨诺贵族，卡诺瓦的朋友。
Tiepolo's Etchings,Tiepolo's Etchings,Work,[Category Fix] 提埃坡罗版画集 (Capricci/Scherzi)。
"Tiepolo, Giambattista",Giovanni Battista Tiepolo,Person,提埃坡罗。
"Tiepolo, Gian Domenico",Giovanni Domenico Tiepolo,Person,提埃坡罗之子。
Tintoretto,Jacopo Tintoretto,Person,丁托列托。
Titian,Tiziano Vecellio,Person,提香。
Titles granted to artists,Titles granted to artists,Concept,[Category Fix] 社会史概念。
Titus,Titus,Person,[Category Fix] 原文误标为 Man-Made Object。罗马皇帝提图斯。
Titus Lucretius Carus,Lucretius,Person,卢克莱修。
"Tofts, Katherine",Katherine Tofts,Person,英国女高音歌唱家，居于威尼斯。
Tolfa,Tolfa,Place,拉齐奥大区城镇。
Tomaso Spinola,Tomaso Spinola,Person,热那亚贵族。
Tomb of Paul III,Tomb of Pope Paul III,Work,[Category Fix] 圣彼得大教堂中Guglielmo della Porta的作品。
Tomb of Pope Urban VIII,Tomb of Pope Urban VIII,Work,[Category Fix] 圣彼得大教堂中贝尼尼的作品。
Tommaso Campanella,Tommaso Campanella,Person,哲学家/神学家。
Tommaso Chiari,Tommaso Chiari,Person,罗马画家 (Giuseppe Chiari的亲戚)。
Tommaso Gar,Tommaso Gar,Person,19世纪威尼斯档案学家/历史学家。
Tommaso Giuseppe Farsetti,Tommaso Giuseppe Farsetti,Person,威尼斯艺术赞助人。
Tommaso Mattei,Tommaso Mattei,Person,罗马建筑师 (Bernini圈子)。
Tommaso Ruffo,Tommaso Ruffo,Person,红衣主教/艺术赞助人。
Tommaso Temanza,Tommaso Temanza,Person,威尼斯建筑师/作家。
"Toni, Don Pietro Antonio",Pietro Antonio Toni,Person,
"Toninotto, Padre Giuseppe",Giuseppe Toninotto,Person,
"Torelli, Giuseppe",Giuseppe Torelli,Person,作曲家/小提琴家 (亦有同名画家)。
Torquato Tasso,Torquato Tasso,Person,诗人塔索。
Torre dell'Orologio,Torre dell'Orologio,Place,威尼斯圣马可广场钟楼。
"Torresani, Andrea",Andrea Torresani,Person,威尼斯出版商 (Aldine Press)。
Toussaint Dubreuil,Toussaint Dubreuil,Person,法国枫丹白露画派画家。
Trastevere,Trastevere,Place,罗马特拉斯提弗列区。
Tre Animali,Tre Animali,Work,[Category Fix] 可能是Castiglione的版画。
Trevi Fountain,Trevi Fountain,Work,[Category Fix] 罗马特莱维喷泉 (亦可归Place)。
"Triga, G.",Giuseppe Triga,Person,罗马画家 (17世纪)。
Triumph of Galatea,The Triumph of Galatea,Work,[Category Fix] 拉斐尔的壁画。
Triumph of Venice,The Triumph of Venice,Work,[Category Fix] 提埃坡罗 (Palazzo Pisani) 或 Pompeo Batoni 的画作。
Triumph of the Arts,Triumph of the Arts,Work,[Category Fix] 常见巴洛克寓意画主题。
Triumph of the Faith,Triumph of the Faith,Work,[Category Fix]
Triumph of the Name of Jesus,The Triumph of the Name of Jesus,Work,[Category Fix] 罗马耶稣会教堂天顶画。
"Tron, Caterina Dolfin",Caterina Dolfin Tron,Person,威尼斯著名沙龙女主人。
Troy,Troy,Place,特洛伊城。
"Troy, Fran?ois de",François de Troy,Person,"[OCR Fix] ""Fran?ois"" -> ""François""。法国肖像画家。"
Truth,Truth (Allegory),Work,[Category Fix] 原文误标为 Man-Made Object。真理寓意画 (如Bernini)。
Turin,Turin,Place,都灵。
Turnus,Turnus,Person,埃涅阿斯纪人物。
Twelve Apostles,Twelve Apostles,Group,[Category Fix] 十二使徒 (或以此为题的艺术作品系列)。
Twelve Watercolors of Venetian Women,Twelve Watercolors of Venetian Women,Work,[Category Fix] Grevembroch 或其他人的风俗画册。
Two Baskets of Fruit and Flowers,Two Baskets of Fruit and Flowers,Work,[Category Fix] 静物画。
