Original_Entry,Refined_Formal_Name,Refined_Category,Status/Notes
Giovanni Antonio Faldoni,Giovanni Antonio Faldoni,Person,[Validation] 威尼斯版画家 (Asolo)。
Giovanni Antonio Fumiani,Giovanni Antonio Fumiani,Person,[Validation] 威尼斯画家 (San Pantalon天顶)。
Giovanni Antonio Guardi,Gianantonio Guardi,Person,[Standardization] 瓜尔迪兄弟长兄 (Giovanni Antonio)。
Giovanni Antonio Pellegrini,Giovanni Antonio Pellegrini,Person,[Validation] 威尼斯洛可可画家。
Giovanni Antonio de' Sacchis,Pordenone (Giovanni Antonio de' Sacchis),Person,[Disambiguation] 波代诺内。
Giovanni Baglione,Giovanni Baglione,Person,[Validation] 画家/传记作家。
Giovanni Bagutti,Giovanni Bagutti,Person,[Validation] 灰泥艺术家 (Stuccatore)。
Giovanni Battista Agucchi,Giovanni Battista Agucchi,Person,[Validation] 教皇国务卿/艺术理论家。
Giovanni Battista Albrizzi,Giovanni Battista Albrizzi,Person,[Validation] 威尼斯出版商。
Giovanni Battista Biffi,Giambattista Biffi,Person,[Validation] 克雷莫纳作家。
Giovanni Battista Caracciolo,Battistello Caracciolo,Person,[Disambiguation] 那不勒斯画家。
Giovanni Battista Cimaroli,Giovan Battista Cimaroli,Person,[Validation] 威尼斯风景画家。
Giovanni Battista Contini,Giovanni Battista Contini,Person,[Validation] 罗马巴洛克建筑师。
Giovanni Battista Crescenzi,Giovanni Battista Crescenzi,Person,[Validation] 画家/建筑师 (西班牙宫廷)。
Giovanni Battista Crespi,Cerano (Giovanni Battista Crespi),Person,[Disambiguation] 米兰画家。
Giovanni Battista Doni,Giovanni Battista Doni,Person,[Validation] 音乐理论家/古物学家。
Giovanni Battista Fiammeri,Giovanni Battista Fiammeri,Person,[Validation] 耶稣会画家。
Giovanni Battista Foggini,Giovanni Battista Foggini,Person,[Validation] 佛罗伦萨雕塑家。
Giovanni Battista Fontanella,Giovanni Battista Fontanella,Person,[Validation] 人物 (可能是威尼斯人)。
Giovanni Battista Gaulli,Giovanni Battista Gaulli (Baciccio),Person,[Validation] 画家。
Giovanni Battista Maini,Giovanni Battista Maini,Person,[Validation] 罗马雕塑家。
Giovanni Battista Mercati,Giovanni Battista Mercati,Person,[Validation] 托斯卡纳版画家/画家。
Giovanni Battista Mingardi,Giovanni Battista Mengardi,Person,"[OCR Fix] ""Mingardi"" -> ""Mengardi"" (帕多瓦/威尼斯画家)。"
Giovanni Battista Pacichelli,Giovanni Battista Pacichelli,Person,[Validation] 旅行家/作家 (Il Regno di Napoli)。
Giovanni Battista Pamphilj,Innocent X,Person,[Disambiguation] 教皇英诺森十世。
Giovanni Battista Pasquali,Giovanni Battista Pasquali,Person,[Validation] 威尼斯出版商 (Joseph Smith赞助)。
Giovanni Battista Passeri,Giovanni Battista Passeri,Person,[Validation] 传记作家/古物学家 (Lives of Painters / Etruscan studies)。
Giovanni Battista Piazzetta,Giovanni Battista Piazzetta,Person,[Validation] 威尼斯画家。
Giovanni Battista Recurti,Giovanni Battista Recurti,Person,[Validation] 威尼斯出版商。
Giovanni Battista Rota,Giovanni Battista Rota,Person,[Validation] 建筑师? 或作家。
Giovanni Battista Salvi,Sassoferrato (Giovanni Battista Salvi),Person,[Disambiguation] 萨索费拉托。
Giovanni Battista Tiepolo,Giovanni Battista Tiepolo,Person,[Validation] 提埃坡罗。
Giovanni Battista de Rossi,Giovanni Battista de Rossi,Person,[Validation] 考古学家 (Christian archaeology) 或 18世纪学者。19世纪的 de Rossi 更著名，但此处可能是同名者。结合 E21，可能是学者。
Giovanni Bellini,Giovanni Bellini,Person,[Validation] 威尼斯画家。
Giovanni Biliverti,Giovanni Bilivert,Person,[Standardization] 佛罗伦萨画家。
Giovanni Bona,Giovanni Bona,Person,[Validation] 枢机主教/作家。
Giovanni Camillo Sagrestani,Giovanni Camillo Sagrestani,Person,[Validation] 佛罗伦萨画家。
Giovanni Canevazzi,Giovanni Canevazzi,Person,[Validation] 摩德纳/博洛尼亚建筑师 (19世纪)。
Giovanni Cattaneo,Giovanni Cattaneo,Person,[Validation] 雕塑家 (19世纪) 或 18世纪版画家 (Gaetano之父?)。
Giovanni Cinelli Calvoli,Giovanni Cinelli Calvoli,Person,[Validation] 佛罗伦萨学者/医生 (Le Bellezze della città di Firenze)。
Giovanni Coli,Giovanni Coli,Person,[Validation] 卢卡画家 (与 Filippo Gherardi 合作)。
Giovanni Da Pozzo,Giovanni Da Pozzo,Person,[Validation] 人物。
