Original_Entry,Refined_Formal_Name,Refined_Category,Status/Notes
Grand Canal,Grand Canal (Venice),Place,[Validation] 威尼斯大运河。
Grand Prince Ferdinando of Tuscany,Ferdinando de' Medici (Grand Prince),Person,[Validation] 美第奇家族大亲王 (Ferdinando III 的孙子，Cosimo III 之子)。
Grassi collection,Grassi Collection,Organization/Group,[Validation] 艺术收藏。
Grassi family,Grassi (Family),Group,[Validation] 威尼斯家族 (Palazzo Grassi)。
"Graziani, Ercole",Ercole Graziani,Person,[Validation] 博洛尼亚画家。
Great Council of Venice,Great Council of Venice,Organization,[Validation] 威尼斯大议会 (Maggior Consiglio)。
Great Ormond Street,Great Ormond Street,Place,[Validation] 伦敦街道。
Gregorio De Ferrari,Gregorio De Ferrari,Person,[Validation] 热那亚画家。
Gregorio Lazzarini,Gregorio Lazzarini,Person,[Validation] 威尼斯画家 (Tiepolo的老师)。
Gregorio de Andrés Martínez,Gregorio de Andrés,Person,[Validation] 学者 (El Escorial图书馆员)。
Gregory VII,Gregory VII,Person,[Validation] 教皇格里高利七世。
Gregory XIII,Gregory XIII,Person,[Validation] 教皇格里高利十三世。
Gregory XV,Gregory XV,Person,[Validation] 教皇格里高利十五世。
"Greiffenklau, Karl Philip von",Karl Philipp von Greiffenclau,Person,[Validation] 维尔茨堡采邑主教 (Tiepolo赞助人)。
"Grey Brydges, 5th Baron Chandos","Grey Brydges, 5th Baron Chandos",Person,[Validation] 英国贵族。
"Grill, Angelica",Angelica Grill,Person,[Validation] 人物。
"Grimani, Cardinal",Grimani (Cardinal),Person,[Context] 可能是 Domenico Grimani 或其他。
"Grimani, Doge",Grimani (Doge),Person,"[Context] 可能是 Antonio Grimani, Marino Grimani, 或 Pietro Grimani。"
Grinling Gibbons,Grinling Gibbons,Person,[Validation] 雕刻家。
"Grosley, Pierre Jean",Pierre-Jean Grosley,Person,[Validation] 法国作家 (Nouveaux mémoires sur l'Italie)。
"Gruppello, Gabriel",Gabriel Grupello,Person,[Validation] 佛兰芒雕塑家。
"Guarana, Giacomo",Jacopo Guarana,Person,[Validation] 威尼斯画家。
"Guardi, Gian Antonio",Gianantonio Guardi,Person,[Validation] 威尼斯画家。
Guarino Guarini,Guarino Guarini,Person,[Validation] 建筑师。
Guercino (Francesco Barbieri),Guercino,Person,[Category Fix] 原文误标为 Place。
Guglielmo Bauer,Guglielmo Bauer,Person,[Validation] 德国/意大利金匠? 可能是 Wilhelm Bauer。待定。
Guglielmo Berchet,Guglielmo Berchet,Person,[Validation] 历史学家 (19世纪)。
Guglielmo Biasutti,Guglielmo Biasutti,Person,[Validation] 历史学家 (20世纪)。
Guglielmo Della Valle,Guglielmo Della Valle,Person,[Validation] 艺术写作者 (Lettere sanesi)。
Guglielmo della Porta,Guglielmo della Porta,Person,[Validation] 雕塑家。
Guidalocti Franchini,Guidalocti Franchini,Person,"[Check Original] 极生僻。可能是 ""Guidalotti Franchini""? 待定。"
Guido Bentivoglio,Guido Bentivoglio,Person,[Validation] 枢机主教。
Guido Biagi,Guido Biagi,Person,[Validation] 图书馆员/学者。
Guido Cagnacci,Guido Cagnacci,Person,[Validation] 画家。
Guido Reni,Guido Reni,Person,[Validation] 著名画家。
Guido Ubaldo Abbatini,Guidobaldo Abbatini,Person,[Validation] 画家 (Urban VIII时期的 mosaicist)。
Guido Zucchini,Guido Zucchini,Person,[Validation] 博洛尼亚艺术史学家。
Guillaume Courtois,Guillaume Courtois (Il Borgognone),Person,[Validation] 画家。
Gustav Adolf Michaelis,Gustav Adolf Michaelis,Person,[Validation] 产科医生 (可能因艺术收藏或解剖学相关)。
Gustavo Brigante Colonna Angelini,Gustavo Brigante Colonna,Person,[Validation] 现代作家。
Gustavus Adolphus,Gustavus Adolphus,Person,[Validation] 瑞典国王。
Gustavus Adolphus of Sweden,Gustavus Adolphus,Person,[Validation] 同上。
Gustavus III of Sweden,Gustavus III,Person,[Validation] 瑞典国王。
Guy de Schoutheete de Tervarent,Guy de Tervarent,Person,[Validation] 图像学家 (Iconographer)。
"Guzman, Gasparo de Haro y",Gaspar Méndez de Haro (Marquis of Carpio),Person,[Reconstruction] 西班牙收藏家。
Gyles Isham,Gyles Isham,Person,[Validation] 演员/古物学家。
Gymnasium zum Grauen Kloster,Gymnasium zum Grauen Kloster,Organization,[Category Fix] 原文误标为 Place。柏林学校。
Gypsy Woman with Soldiers,Gypsy Woman with Soldiers,Work,[Validation] 绘画主题 (Valentin de Boulogne等)。
Hadrian,Hadrian,Person,[Validation] 罗马皇帝。
"Halifax, Earl of",Earl of Halifax,Person,[Validation] 英国贵族 (Charles Montagu)。
Hampton Court Palace,Hampton Court Palace,Place,[Validation] 英国宫殿。
"Handel, George Frederick",George Frideric Handel,Person,[Validation] 作曲家。
Hanging Gardens of Babylon,Hanging Gardens of Babylon,Place,[Validation] 古迹。
Hans Posse,Hans Posse,Person,[Validation] 博物馆馆长 (Hitler's curator)。
Hans Tietze,Hans Tietze,Person,[Validation] 艺术史学家。
Hapsburg collections from Prague,Habsburg Collections (Prague),Organization/Group,[Validation] 鲁道夫二世收藏。
Hapsburg patronage of Venetian artists,Habsburg Patronage,Concept,[Validation] 艺术赞助。
Harold Acton,Harold Acton,Person,[Validation] 作家/收藏家。
Harold Clifford Smith,H. Clifford Smith,Person,[Validation] V&A 策展人。
Harold Wethey,Harold Wethey,Person,[Validation] 艺术史学家 (Titian/Greco)。
"Harrach, Count",Aloys Thomas Raimund von Harrach,Person,[Disambiguation]那不勒斯总督/收藏家。
Hebrew Women singing after crossing the Red Sea,Hebrew Women singing after crossing the Red Sea,Work,[Validation] 绘画主题。
Heinrich Brauer,Heinrich Brauer,Person,[Validation] 艺术史学家 (Bernini drawings)。
Heinrich Zimmermann,Heinrich Zimmermann,Person,[Validation] 艺术史学家。
Heinrich von Brühl,Heinrich von Brühl,Person,[Validation] 萨克森首相/收藏家。
Helena Augusta,Helena (Empress),Person,[Disambiguation] 圣海伦娜 (君士坦丁之母)。
"Helmbrecker, Theodor",Dirk Helmbreker,Person,[Reconstruction] 佛兰芒画家。
Henri III,Henry III of France,Person,[Validation] 法国国王。
Henri III of France,Henry III of France,Person,[Category Fix] 原文误标为 Place。
Henri IV of France,Henry IV of France,Person,[Category Fix] 原文误标为 Place。
Henri de Bourbon,Henri de Bourbon (Prince of Condé),Person,[Disambiguation] 孔代亲王。
"Henrietta Maria, Queen of England",Henrietta Maria,Person,[Validation] 查理一世王后。
Henriette Adelaide of Savoy,Henriette Adelaide of Savoy,Person,[Validation] 巴伐利亚选帝侯夫人。
Henry Arthur Herbert,"Henry Arthur Herbert, 1st Earl of Powis",Person,[Full Name] 英国贵族。
Henry Benjamin Wheatley,Henry B. Wheatley,Person,[Validation] 编辑/索引学家 (Pepys)。
Henry Bennet,"Henry Bennet, 1st Earl of Arlington",Person,[Validation] 英国政治家。
Henry Bentinck,"Henry Bentinck, 1st Duke of Portland",Person,[Disambiguation] 波特兰公爵。
Henry Fielding,Henry Fielding,Person,[Validation] 作家。
"Henry Fox-Strangways, 2nd Earl of Ilchester","Henry Fox-Strangways, 2nd Earl of Ilchester",Person,[Validation] 英国贵族。
Henry Howard,"Henry Howard, 4th Earl of Carlisle",Person,[Disambiguation] 收藏家。
Henry I of France,Henry I of France,Person,[Validation] 法国国王。
Henry Prunières,Henry Prunières,Person,[Validation] 音乐学家 (Monteverdi/Lully)。
"Henry Scudamore, 3rd Duke of Beaufort","Henry Scudamore, 3rd Duke of Beaufort",Person,[Validation] 英国贵族/收藏家。
Heraclitus,Heraclitus,Person,[Validation] 哲学家。
Herculaneum,Herculaneum,Place,[Validation] 赫库兰尼姆古城。
Hercules,Hercules,Person (Myth),[Validation] 大力神。
Hereward Lester Cooke,Hereward Lester Cooke,Person,[Validation] 博物馆策展人 (National Gallery of Art)。
Herman van Swanevelt,Herman van Swanevelt,Person,[Validation] 荷兰画家。
Hermann Ritschl,Hermann Ritschl,Person,[Validation] 艺术写作者。
Hermann Voss,Hermann Voss,Person,[Validation] 艺术史学家 (Seicento)。
Hermit,Hermit,Person (Type),[Validation] 画作中的隐士形象。
Hermitage Museum,State Hermitage Museum,Place,[Validation] 冬宫博物馆。
Herod the Great,Herod the Great,Person,[Validation] 希律王。
Heroes approaching the Temple of Immortality,Heroes approaching the Temple of Immortality,Work,[Validation] 绘画主题。
"Hervey, Lord","John Hervey, 2nd Baron Hervey",Person,[Disambiguation] 赫维勋爵 (回忆录作者)。
Hilda Finberg,Hilda Finberg,Person,[Validation] 艺术史学家 (Canaletto)。
"Hildebrandt, Lucas von",Lucas von Hildebrandt,Person,[Reconstruction] 奥地利建筑师。
Historic e di Maniera Veneziana,Historic e di Maniera Veneziana,Concept,[Validation] 艺术风格描述 (History painting in Venetian manner)。
Holy Roman Empire,Holy Roman Empire,Place/Concept,[Validation] 神圣罗马帝国。
Holy See,Holy See,Organization,[Category Fix] 原文误标为 Place。教廷。
