Original_Entry,Refined_Formal_Name,Refined_Category,Status/Notes
Charles I of England,Charles I of England,Person,[Validation] 英国国王。
Charles II,Charles II of England,Person,[Disambiguation] 查理二世 (需结合语境，通常指英国)。
Charles II of England,Charles II of England,Person,[Validation] 英国国王。
Charles II of Spain,Charles II of Spain,Person,[Category Fix] 原文误标为 Place。西班牙国王。
"Charles III, Duke of Lorraine","Charles III, Duke of Lorraine",Person,[Validation] 洛林公爵。
Charles James Fox,Charles James Fox,Person,[Validation] 英国政治家。
Charles Le Brun,Charles Le Brun,Person,[Validation] 法国画家。
Charles Lennox,"Charles Lennox, 1st Duke of Richmond",Person,[Disambiguation] 伦诺克斯 (通常指 Richmond 公爵)。
Charles Mitchell,Charles Mitchell,Person,[Validation] 艺术史学家。
"Charles Montagu, 1st Duke of Manchester","Charles Montagu, 1st Duke of Manchester",Person,[Validation] 英国外交官/贵族。
"Charles Montagu, 1st Earl of Halifax","Charles Montagu, 1st Earl of Halifax",Person,[Validation] 英国政治家/诗人。
Charles Mordaunt,"Charles Mordaunt, 3rd Earl of Peterborough",Person,[Disambiguation] 英国将领/贵族。
Charles Nisard,Charles Nisard,Person,[Validation] 法国文学史家。
Charles Robert Leslie,Charles Robert Leslie,Person,[Validation] 画家/作家。
Charles Sackville,"Charles Sackville, 6th Earl of Dorset",Person,[Disambiguation] 英国诗人/赞助人。
Charles Sterling,Charles Sterling,Person,[Validation] 艺术史学家。
Charles Stuart,Charles I of England / Charles II?,Person,[Ambiguity] 可能是查理一世或二世，或 Prince Charles Edward Stuart。待定。
Charles V,"Charles V, Holy Roman Emperor",Person,[Disambiguation] 查理五世。
"Charles V, Holy Roman Emperor","Charles V, Holy Roman Emperor",Person,[Validation] 神圣罗马帝国皇帝。
Charles Watson-Wentworth,"Charles Watson-Wentworth, 2nd Marquess of Rockingham",Person,[Validation] 英国首相。
Charles XII of Sweden,Charles XII of Sweden,Person,[Validation] 瑞典国王。
Charles de Brosses,Charles de Brosses,Person,[Validation] 法国作家。
Charles de La Fosse,Charles de La Fosse,Person,[Validation] 法国画家。
Charles de Noyelle,Charles de Noyelle,Person,[Validation] 耶稣会总会长。
Charles-Fran?ois Poerson,Charles-François Poerson,Person,"[OCR Fix] ""?"" -> ""ç""。法国画家。"
Charles-Irénée Castel de Saint-Pierre,Charles-Irénée Castel de Saint-Pierre,Person,[Validation] 法国作家 (Abbé de Saint-Pierre)。
Charles-Nicolas Cochin,Charles-Nicolas Cochin,Person,[Validation] 法国版画家/艺术评论家。
Charlottenburg Palace,Charlottenburg Palace,Place,[Validation] 柏林宫殿。
Chateau de Chantilly,Château de Chantilly,Place,[Validation] 法国城堡。
Chatsworth House,Chatsworth House,Place,[Validation] 英国庄园。
"Chi soffre, speri","Chi soffre, speri",Work,[Category Fix] 原文误标为 Person。巴洛克歌剧 (Mazzocchi/Marazzoli)。
"Chiari, Giuseppe and Tommaso",Giuseppe Chiari / Tommaso Chiari,Person,[Split Required] 兄弟/父子画家。Giuseppe Chiari 是主要人物。
"Chiarini, Marcantonio",Marcantonio Chiarini,Person,[Reconstruction] 博洛尼亚画家 (Quadraturista)。
Chiavari,Chiavari,Place,[Validation] 热那亚附近城镇。
Chiesa de' Servi,Chiesa di Santa Maria dei Servi (Bologna/Venice),Place,[Validation] 教堂。
Chiesa dei Santi Cosma e Damiano,Santi Cosma e Damiano,Place,[Validation] 罗马教堂。
"Chigi, Agostino 'il Magnifico'",Agostino Chigi,Person,[Reconstruction] 文艺复兴银行家。
"Chigi, Agostino (nephew to Alexander VII)",Agostino Chigi (Prince of Farnese),Person,[Reconstruction] 亲王。
"Chigi, Cardinal Flavio (nephew to Pope Alexander VII)",Flavio Chigi (1631-1693),Person,[Reconstruction] 枢机主教。
"Chigi, Don Mario (brother to Pope Alexander VII)",Mario Chigi,Person,[Reconstruction] 教皇兄弟。
"Chigi, Fabio (Pope Alexander VII)",Alexander VII,Person,[Disambiguation] 教皇亚历山大七世。
Children at Play,Children at Play,Work,[Validation] 绘画主题。
Chioggia,Chioggia,Place,[Validation] 威尼斯附近城镇。
Chioggia Cathedral,Chioggia Cathedral,Place,[Validation] 基奥贾大教堂。
Chiswick,Chiswick,Place,[Validation] 伦敦地区。
Chiswick House,Chiswick House,Place,[Validation] 伯灵顿勋爵别墅。
Chloe,Chloe,Person (Myth),[Validation] 达夫尼斯与克洛伊。
Chloris,Chloris,Person (Myth),[Validation] 花神。
Christ and St Veronica,Christ and St Veronica,Work,[Validation] 绘画主题。
Christ driving the Jews from the Temple,Christ Driving the Money Changers from the Temple,Work,[Validation] 绘画主题。
Christ in the Boat calming His Disciples,Christ Calming the Storm,Work,[Validation] 绘画主题。
Christ on the Mount of Olives,Agony in the Garden,Work,[Validation] 绘画主题。
Christian Louis I,"Christian Louis I, Duke of Mecklenburg-Schwerin",Person,[Disambiguation] 梅克伦堡公爵。
Christian Wilhelm Ernst Dietrich,Christian Wilhelm Ernst Dietrich,Person,[Validation] 德国画家 (Dietricy)。
Christie's,Christie's,Organization,[Category Fix] 误标为 Place。拍卖行。
Christina of Lorraine,Christina of Lorraine,Person,[Validation] 托斯卡纳大公夫人。
Christina of Sweden,"Christina, Queen of Sweden",Person,[Validation] 瑞典女王。
"Christina, Queen of Sweden","Christina, Queen of Sweden",Person,[Validation] 同上。
Christoph Luitpold Frommel,Christoph Luitpold Frommel,Person,[Validation] 建筑史学家。
Christophe Dupuy,Christophe Dupuy,Person,[Validation] 法国学者 (Thuanus图书馆)。
Christopher Hussey,Christopher Hussey,Person,[Validation] 建筑史学家。
Christopher Lloyd,Christopher Lloyd,Person,[Validation] 艺术史学家 (Royal Collection)。
Christopher Wren,Christopher Wren,Person,[Validation] 英国建筑师。
Church Great WitleyWatson,Great Witley Church (St Michael and All Angels),Place,"[OCR Fix] ""Great WitleyWatson"" -> ""Great Witley"" (Watson可能是作者名误粘)。"
"Church of Jesus of Nazareth, Turin",Church of Jesus of Nazareth (Turin),Place,[Validation] 可能是指都灵某教堂 (需核实具体名)。
Church of Saint Rocco,Church of San Rocco,Place,[Validation] 教堂。
Church of Saint Roch,Church of Saint Roch (Paris),Place,[Disambiguation] 巴黎圣罗克教堂。
Church of San Gaetano,Church of San Gaetano (Florence/Vicenza),Place,[Validation] 教堂。
Church of San Geminiano,Church of San Geminiano (Venice),Place,[Validation] 威尼斯已毁教堂 (圣马可广场)。
Church of San Giorgio Maggiore,San Giorgio Maggiore,Place,[Validation] 威尼斯教堂。
Church of San Polo,Church of San Polo (Venice),Place,[Validation] 威尼斯教堂。
Church of San Rocco,Church of San Rocco (Venice),Place,[Validation] 威尼斯教堂。
Church of San Sebastián,Church of San Sebastiano (Venice),Place,[Validation] 威尼斯教堂 (Veronese)。
Church of Sant'Andrea al Quirinale,Sant'Andrea al Quirinale,Place,[Category Fix] 原文误标为 Work。贝尼尼建筑。
Church of Santa Cecilia,Santa Cecilia in Trastevere,Place,[Disambiguation] 罗马教堂。
Church of Santa Maria Rotonda,Pantheon (Santa Maria ad Martyres),Place,[Disambiguation] 万神殿俗称。
Church of Santa Marta,Church of Santa Marta (Venice/Rome),Place,[Validation] 教堂。
Church of St. Francis Xavier,Church of St. Francis Xavier,Place,[Validation] 可能是巴黎或其它城市的耶稣会教堂。
Church of St. John,Church of St. John,Place,[Ambiguity] 极普遍，需上下文 (St John Lateran / San Giovanni in Bragora 等)。
Church of the Apostoli,Santi Apostoli (Venice/Rome),Place,[Disambiguation] 圣使徒教堂。
Church of the Cross,Church of the Cross (Scalzi / Croce?),Place,[Ambiguity] 可能是 Santa Croce 或 Chiesa degli Scalzi (Venice)。
Church of the Gesù,Church of the Gesù (Rome),Place,[Validation] 罗马耶稣会母堂。
Churches,Churches,Place,[Validation] 通用概念。
Churches of religious orders,Churches of Religious Orders,Place,[Validation] 通用概念。
Cibo palace,Palazzo Cibo,Place,[Category Fix] 原文误标为 Work。
Cicero,Cicero,Person,[Validation] 西塞罗。
"Cimaroli, Giovan Battista",Giovan Battista Cimaroli,Person,[Reconstruction] 威尼斯风景画家。
Cincinnatus summoned from the Plough,Cincinnatus summoned from the Plough,Work,[Validation] 绘画主题。
Cinelli,Cinelli (Family/Artist),Person,[Context] 可能是 Giovanni Cinelli Calvoli (学者) 或现代艺术家? 倾向于 17世纪学者。
Cincinnatus summoned from the Plough,Cincinnatus Summoned from the Plough,Work,[Validation] 绘画主题。
Cirey,Cirey-sur-Blaise,Place,[Validation] 伏尔泰居住地。
Ciro Ferri,Ciro Ferri,Person,[Validation] 罗马巴洛克画家 (Pietro da Cortona学生)。
"Città di Castello, Matteo da",Matteo da Città di Castello,Person,[Reconstruction] 文艺复兴建筑师。
Claude Lorrain,Claude Lorrain,Person,[Validation] 风景画家。
Claude Mellan,Claude Mellan,Person,[Validation] 法国版画家。
Claudio Acquaviva,Claudio Acquaviva,Person,[Validation] 耶稣会总会长。
Claudio Monteverdi,Claudio Monteverdi,Person,[Validation] 作曲家。
Clelia Farnese,Clelia Farnese,Person,[Validation] 法尔内塞家族成员。
Clemens August of Bavaria,Clemens August of Bavaria,Person,[Validation] 科隆选帝侯。
"Clemens August, Archbishop-Elector of Cologne",Clemens August of Bavaria,Person,[Category Fix] 原文误标为 Work。
Clement III,Clement III,Person,[Validation] 教皇 (Antipope or Pope? 通常指12世纪教皇，此处可能指对立教皇Wibert或正统。若在18世纪语境，可能是指画作题材)。
